ss,Unnamed1,name,price,images,rating,product_description,number_of_reviews,name_clean,category_clean
92,523,"Shokz OpenComm Bone Conduction Open-Ear Stereo Bluetooth Headset with Noise-Canceling Boom Microphone - Wireless Headset for Mobile Use, with Bookmark",,"['https://m.media-amazon.com/images/I/41WuYW7IQaL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/41WuYW7IQaL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/41WuYW7IQaL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/41WuYW7IQaL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/41WuYW7IQaL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/41WuYW7IQaL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/41WuYW7IQaL._AC_SX466_.jpg']",4.4 out of 5,Electronics › Headphones › Over-Ear Headphones,189 global ratings,"['shokz', 'openear', 'wireless', 'bluetooth', 'bookmark', 'headset', 'microphon', 'bone', 'conduct', 'stereo', 'boom', 'opencomm', 'mobil', 'use', 'noisecancel']","['headphon', 'electron', 'overear']"
93,525,Case-Mate - MINIS - Phone Grip - Holder - Stand - Removable - Allows MagSafe Accessory Usage - Universally Compatible - Suction Cup - Twinkle Stardust,,"['https://m.media-amazon.com/images/I/61ExWC-er-L._AC_SX385_.jpg', 'https://m.media-amazon.com/images/I/61ExWC-er-L._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61ExWC-er-L._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61ExWC-er-L._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61ExWC-er-L._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61ExWC-er-L._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/61ExWC-er-L._AC_SX522_.jpg']",3.5 out of 5,Cell Phones & Accessories › Accessories › Grips,"11,060 global ratings","['compat', 'grip', 'magsaf', 'phone', 'mini', 'holder', 'remov', 'twinkl', 'stardust', 'allow', 'usag', 'accessori', 'suction', 'univers', 'cup', 'stand', 'casem']","['cell', 'grip', 'phone', 'accessori']"
94,529,"Bluetooth Mouse,Rechargeable Wireless Mouse for MacBook Pro/MacBook Air,Bluetooth Wireless Mouse for Laptop/PC/Mac/iPad pro/Computer",$12.69,"['https://m.media-amazon.com/images/I/612hkjogX3S._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/612hkjogX3S._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/612hkjogX3S._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/612hkjogX3S._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/612hkjogX3S._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/612hkjogX3S._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/612hkjogX3S._AC_SX679_.jpg']",4.3 out of 5,"Electronics › Computers & Accessories › Computer Accessories & Peripherals › Keyboards, Mice & Accessories › Mice","17,888 global ratings","['procomput', 'wireless', 'bluetooth', 'laptoppcmacipad', 'mous', 'macbook', 'recharg', 'promacbook', 'air']","['electron', 'peripher', 'comput', 'accessori', 'mice', 'keyboard']"
95,533,ASURION 4 Year Kitchen Protection Plan $30-39.99,$6.99,"['https://m.media-amazon.com/images/I/51FOMmz+gdL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/51FOMmz+gdL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/51FOMmz+gdL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/51FOMmz+gdL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/51FOMmz+gdL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/51FOMmz+gdL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/51FOMmz+gdL._AC_SX569_.jpg']",4.6 out of 5,Electronics › Electronics Warranties,"15,558 global ratings","['year', 'kitchen', 'asurion', 'plan', 'protect']","['warranti', 'electron']"
96,536,CL30 handset only (Catalog Category: Cordless Telephones / DECT 6.0 Cordless Phones),,"['https://m.media-amazon.com/images/I/41Tj7QDi0XL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/41Tj7QDi0XL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/41Tj7QDi0XL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/41Tj7QDi0XL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/41Tj7QDi0XL._AC_.jpg']",2.9 out of 5,Electronics › Accessories & Supplies › Telephone Accessories › Batteries,9 global ratings,"['catalog', 'dect', 'categori', 'cordless', 'phone', 'telephon', 'handset']","['suppli', 'electron', 'accessori', 'batteri', 'telephon']"
97,552,"2 Pack Power Strip - 12FT Long Extension Cord, Surge Protector with 6 Outlets and 2 USB Charging Ports, Flat Plug Overload Protection, (1625W/13A/900J), Wall Mount for Home Office and Dorm, ETL Listed",$36.99,"['https://m.media-amazon.com/images/I/61ZWVWfXXLS._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61ZWVWfXXLS._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61ZWVWfXXLS._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61ZWVWfXXLS._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/61ZWVWfXXLS._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61ZWVWfXXLS._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61ZWVWfXXLS._AC_SX466_.jpg']",4.8 out of 5,Electronics › Accessories & Supplies › Power Strips & Surge Protectors › Power Strips,"3,809 global ratings","['cord', 'pack', 'surg', 'port', 'extens', 'dorm', 'long', 'outlet', 'flat', 'overload', 'protect', 'plug', 'home', 'usb', 'charg', 'list', 'power', 'strip', 'etl', 'offic', 'wall', 'mount', 'protector']","['strip', 'suppli', 'surg', 'electron', 'accessori', 'protector', 'power']"
98,554,23432559 Plate 1.303,$25.79,"['https://m.media-amazon.com/images/I/317j2jFtgQL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/317j2jFtgQL._AC_.jpg', 'https://m.media-amazon.com/images/I/317j2jFtgQL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/317j2jFtgQL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/317j2jFtgQL._AC_SX355_.jpg']",3.6 out of 5,Electronics › Car & Vehicle Electronics › Vehicle Electronics Accessories,4 global ratings,['plate'],"['vehicl', 'electron', 'car', 'accessori']"
99,558,"ASUS ROG Strix NVIDIA GeForce RTX 3080 V2 OC Edition Gaming Graphics Card (PCIe 4.0, 10GB GDDR6X, LHR, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, 2.9-Slot, Super Alloy Power II, GPU Tweak II)","$1,189.00","['https://m.media-amazon.com/images/I/51sF35zhHJL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/51sF35zhHJL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/51sF35zhHJL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/51sF35zhHJL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/51sF35zhHJL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/51sF35zhHJL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/51sF35zhHJL._AC_SX679_.jpg']",4.4 out of 5,Electronics › Computers & Accessories › Computer Components › Internal Components › Graphics Cards,21 global ratings,"['fan', 'rtx', 'ii', 'card', 'rog', 'axialtech', 'strix', 'super', 'game', 'tweak', 'pcie', 'graphic', 'lhr', 'hdmi', 'power', 'gpu', 'asu', 'displayport', 'nvidia', 'geforc', 'oc', 'edit', 'design', 'alloy']","['card', 'electron', 'compon', 'graphic', 'intern', 'comput', 'accessori']"
100,559,"FIFINE USB Gaming Microphone Kit, Plug & Play for PC, PS4/5, 192 kHZ Condenser Cardioid Microphone Set with Mute Button, Volume Gain, RGB, Arm Stand, for Streaming, Discord, Twitch, Video, Youtube-A6T",,"['https://m.media-amazon.com/images/I/61NrAZHeuCL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61NrAZHeuCL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61NrAZHeuCL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61NrAZHeuCL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61NrAZHeuCL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61NrAZHeuCL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61NrAZHeuCL._AC_SY355_.jpg']",4.8 out of 5,Electronics › Computers & Accessories › Computer Accessories & Peripherals › Audio & Video Accessories › Computer Microphones,162 global ratings,"['condens', 'microphon', 'twitch', 'kit', 'video', 'arm', 'volum', 'mute', 'cardioid', 'fifin', 'plug', 'button', 'gain', 'game', 'discord', 'usb', 'stream', 'play', 'set', 'rgb', 'khz', 'stand', 'pc']","['microphon', 'electron', 'audio', 'peripher', 'comput', 'accessori', 'video']"
101,562,"Midland 50 Channel Waterproof GMRS Two-Way Radio - Long Range Walkie Talkie with 142 Privacy Codes, SOS Siren, and NOAA Weather Alerts and Weather Scan (Black/Silver, Pair Pack)",,"['https://m.media-amazon.com/images/I/81F-+IHcJ3L._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81F-+IHcJ3L._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81F-+IHcJ3L._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/81F-+IHcJ3L._AC_SX385_.jpg', 'https://m.media-amazon.com/images/I/81F-+IHcJ3L._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/81F-+IHcJ3L._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/81F-+IHcJ3L._AC_SX466_.jpg']",4.5 out of 5,Electronics › Portable Audio & Video › CB & Two-Way Radios › Two-Way Radios,"9,511 global ratings","['pack', 'walki', 'pair', 'radio', 'blacksilv', 'long', 'alert', 'rang', 'channel', 'weather', 'midland', 'gmr', 'siren', 'scan', 'code', 'privaci', 'twoway', 'talki', 'waterproof', 'noaa', 'so']","['portabl', 'video', 'radio', 'electron', 'twoway', 'audio', 'cb']"
102,574,Simplified MFG EX1502K 1080p 150m HDMI Over Category Cable Set,,"['https://m.media-amazon.com/images/I/61vMCK+D3nL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/61vMCK+D3nL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61vMCK+D3nL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61vMCK+D3nL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61vMCK+D3nL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61vMCK+D3nL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61vMCK+D3nL._AC_SY450_.jpg']",,Electronics › Accessories & Supplies › Audio & Video Accessories › Cables & Interconnects › Video Cables › HDMI Cables,,"['mfg', 'categori', 'simplifi', 'cabl', 'hdmi', 'set']","['suppli', 'hdmi', 'electron', 'interconnect', 'audio', 'accessori', 'cabl', 'video']"
103,575,Prolabs ONS-SE-622-1470-C Transceiver 1470nm,$69.99,"['https://m.media-amazon.com/images/I/51bHEWzY-uL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/51bHEWzY-uL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/51bHEWzY-uL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/51bHEWzY-uL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/51bHEWzY-uL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/51bHEWzY-uL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/51bHEWzY-uL._AC_SX425_.jpg']",,nan,,"['prolab', 'transceiv']",['nan']
104,580,"ELIVED TV Wall Mount for Most 37-75 Inch Flat Screen TVs, Swivel and Tilt Full Motion TV Mount Bracket with Articulating Dual Arms, Max VESA 600x400mm, 99 lbs. Loading, Fits 16"" Wood Studs, YD3003.",$44.99,"['https://m.media-amazon.com/images/I/7104pmK1n4L._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/7104pmK1n4L._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/7104pmK1n4L._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/7104pmK1n4L._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/7104pmK1n4L._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/7104pmK1n4L._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/7104pmK1n4L._AC_SX425_.jpg']",4.5 out of 5,"Electronics › Television & Video › Television Accessories › TV Mounts, Stands & Turntables › TV Ceiling & Wall Mounts","1,102 global ratings","['dual', 'stud', 'tv', 'max', 'eliv', 'fit', 'arm', 'flat', 'full', 'tilt', 'swivel', 'articul', 'bracket', 'load', 'motion', 'lb', 'inch', 'wood', 'screen', 'vesa', 'wall', 'mount']","['televis', 'electron', 'wall', 'tv', 'mount', 'accessori', 'ceil', 'stand', 'video', 'turntabl']"
105,589,FORTINET FortiGate-80F 1YR Enterprise Protection 24x7 FortiCare (FC-10-0080F-811-02-12),"$1,104.29","['https://m.media-amazon.com/images/I/61dwSsDealL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/61dwSsDealL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61dwSsDealL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61dwSsDealL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61dwSsDealL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/61dwSsDealL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61dwSsDealL._AC_SX569_.jpg']",5 out of 5,nan,1 global rating,"['forticar', 'fortinet', 'enterpris', 'protect']",['nan']
106,592,"PC Gaming Headset Headphone Hook Holder Hanger Mount, Headphones Stand with Adjustable & Rotating Arm Clamp , Under Desk Design , Universal Fit , Built in Cable Clip Organizer EURPMASK",$12.99,"['https://m.media-amazon.com/images/I/616qQCQHs2L._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/616qQCQHs2L._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/616qQCQHs2L._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/616qQCQHs2L._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/616qQCQHs2L._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/616qQCQHs2L._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/616qQCQHs2L._AC_SX679_.jpg']",4.7 out of 5,Electronics › Accessories & Supplies › Audio & Video Accessories › Headphone Accessories,"21,453 global ratings","['headset', 'holder', 'organ', 'built', 'fit', 'rotat', 'desk', 'arm', 'hook', 'headphon', 'cabl', 'game', 'eurpmask', 'adjust', 'clip', 'univers', 'clamp', 'design', 'mount', 'hanger', 'stand', 'pc']","['suppli', 'electron', 'headphon', 'audio', 'accessori', 'video']"
107,598,"Brother Business Color Laser Printer, HL-L8360CDW, Wireless Networking, Automatic Duplex Printing, Mobile Printing, Cloud printing, Amazon Dash Replenishment Ready,White",,"['https://m.media-amazon.com/images/I/81VN5NnCDjL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/81VN5NnCDjL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81VN5NnCDjL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81VN5NnCDjL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/81VN5NnCDjL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/81VN5NnCDjL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/81VN5NnCDjL._AC_SX569_.jpg']",4.4 out of 5,Office Products › Office Electronics › Printers & Accessories › Printers › Laser Printers,"1,934 global ratings","['wireless', 'brother', 'white', 'replenish', 'readi', 'print', 'color', 'duplex', 'cloud', 'laser', 'busi', 'mobil', 'automat', 'network', 'dash', 'printer', 'amazon']","['offic', 'electron', 'laser', 'accessori', 'product', 'printer']"
108,599,"All-New WiFi Extender Internet Long Range Booster up to 6000 sq.ft - Wi-Fi Signal Amplifier Repeater with Ethernet Port & Access Point Mode, 1 Touch Setup, Alexa Devices Compatible, 2.4Ghz…",$42.99,"['https://m.media-amazon.com/images/I/51Xh6v68ABL._AC_SY550_.jpg', 'https://m.media-amazon.com/images/I/51Xh6v68ABL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/51Xh6v68ABL._AC_SY679_.jpg', 'https://m.media-amazon.com/images/I/51Xh6v68ABL._AC_SY741_.jpg', 'https://m.media-amazon.com/images/I/51Xh6v68ABL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/51Xh6v68ABL._AC_SY879_.jpg', 'https://m.media-amazon.com/images/I/51Xh6v68ABL._AC_SY606_.jpg']",4.5 out of 5,Electronics › Computers & Accessories › Networking Products › Repeaters,422 global ratings,"['repeat', 'signal', 'port', 'extend', 'long', 'compat', 'rang', 'touch', 'wifi', 'amplifi', 'alexa', 'mode', 'devic', 'setup', 'ethernet', 'point', 'access', 'allnew', 'sqft', 'booster', 'internet']","['repeat', 'electron', 'comput', 'accessori', 'network', 'product']"
109,617,"Verbatim Wired Computer Mouse - Corded USB Mouse for Laptops and PCs - Right or Left Hand Use, Black",$6.95,"['https://m.media-amazon.com/images/I/61BTJc43aWL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/61BTJc43aWL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61BTJc43aWL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61BTJc43aWL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61BTJc43aWL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61BTJc43aWL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61BTJc43aWL._AC_SX569_.jpg']",4.5 out of 5,"Electronics › Computers & Accessories › Computer Accessories & Peripherals › Keyboards, Mice & Accessories › Mice","11,297 global ratings","['cord', 'hand', 'right', 'black', 'usb', 'wire', 'mous', 'comput', 'laptop', 'left', 'use', 'verbatim', 'pc']","['electron', 'peripher', 'comput', 'accessori', 'mice', 'keyboard']"
110,618,"Verbatim Optical Mouse - Wired with USB Accessibility - Mac & PC Compatible - Blue, 1.4"" x 2.4"" x 3.9""",$6.95,"['https://m.media-amazon.com/images/I/61KvrKMyRJL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61KvrKMyRJL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61KvrKMyRJL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61KvrKMyRJL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61KvrKMyRJL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61KvrKMyRJL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61KvrKMyRJL._AC_SY355_.jpg']",4.5 out of 5,"Electronics › Computers & Accessories › Computer Accessories & Peripherals › Keyboards, Mice & Accessories › Mice","11,297 global ratings","['compat', 'blue', 'usb', 'wire', 'mac', 'mous', 'x', 'optic', 'verbatim', 'pc', 'access']","['electron', 'peripher', 'comput', 'accessori', 'mice', 'keyboard']"
111,620,Verbatim Corded Notebook Optical Mouse - Silver,$6.95,"['https://m.media-amazon.com/images/I/61POeqyPjKL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61POeqyPjKL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61POeqyPjKL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61POeqyPjKL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61POeqyPjKL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61POeqyPjKL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/61POeqyPjKL._AC_SX466_.jpg']",4.5 out of 5,"Electronics › Computers & Accessories › Computer Accessories & Peripherals › Keyboards, Mice & Accessories › Mice","11,297 global ratings","['cord', 'notebook', 'mous', 'optic', 'silver', 'verbatim']","['electron', 'peripher', 'comput', 'accessori', 'mice', 'keyboard']"
112,624,"Neewer 2 Pieces Bi-color 660 LED Video Light and Stand Kit Includes:(2)3200-5600K CRI 96+ Dimmable Light with U Bracket and Barndoor and (2)75 inches Light Stand for Studio Photography, Video Shooting",,"['https://m.media-amazon.com/images/I/715EhlVT0QL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/715EhlVT0QL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/715EhlVT0QL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/715EhlVT0QL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/715EhlVT0QL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/715EhlVT0QL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/715EhlVT0QL._AC_SX522_.jpg']",4.7 out of 5,Electronics › Camera & Photo › Lighting & Studio › Lighting › On-Camera Video Lights,"2,776 global ratings","['studio', 'inch', 'u', 'barndoor', 'light', 'piec', 'neewer', 'bracket', 'dimmabl', 'cri', 'photographi', 'led', 'kit', 'stand', 'video', 'bicolor', 'shoot', 'includ']","['studio', 'oncamera', 'camera', 'electron', 'photo', 'light', 'video']"
113,630,"ASUS TUF Gaming Z690-Plus WiFi D4 LGA1700(Intel 12th Gen) ATX gaming motherboard(PCIe 5.0, DDR4,4xM.2/NVMe SSD,14+2 power stages,WiFi 6,2.5Gb LAN,front USB 3.2 Gen 2 Type-C,Thunderbolt 4,ARGB headers)",$289.99,"['https://m.media-amazon.com/images/I/819xjtWN4AL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/819xjtWN4AL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/819xjtWN4AL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/819xjtWN4AL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/819xjtWN4AL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/819xjtWN4AL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/819xjtWN4AL._AC_SY355_.jpg']",4.7 out of 5,Electronics › Computers & Accessories › Computer Components › Internal Components › Motherboards,99 global ratings,"['lan', 'gen', 'stage', 'front', 'usb', 'asu', 'pcie', 'intel', 'thunderbolt', 'tuf', 'typec', 'argb', 'wifi', 'motherboard', 'atx', 'power', 'game', 'header']","['electron', 'compon', 'intern', 'comput', 'accessori', 'motherboard']"
114,633,Lenovo ThinkPad Hybrid USB-C with USB-A Dock US (40AF0135US) with USB Type-A Adapter + ZoomSpeed HDMI Cable (with Ethernet) + Starter Bundle,$292.00,"['https://m.media-amazon.com/images/I/71gozZHWarL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71gozZHWarL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71gozZHWarL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71gozZHWarL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71gozZHWarL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71gozZHWarL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71gozZHWarL._AC_SX425_.jpg']",4.4 out of 5,Electronics › Computers & Accessories › Laptop Accessories › Docking Stations,51 global ratings,"['usba', 'usb', 'dock', 'hdmi', 'typea', 'thinkpad', 'adapt', 'bundl', 'usbc', 'starter', 'lenovo', 'us', 'hybrid', 'cabl', 'zoomspe', 'ethernet']","['dock', 'electron', 'comput', 'laptop', 'accessori', 'station']"
